libellé_du_département;année;tour;parti;tendance_politique;inscrits;abstentions;votants;exprimés;voix;%_voix/ins;%_voix/exp;taux_de_chômage;incidents_de_délinquance;pib;18-24_ans;25-34_ans;35-49_ans;50-64_ans;65_ans_et_plus;moyenne_du_parti_18-24_ans;moyenne_du_parti_25-34_ans;moyenne_du_parti_35-49_ans;moyenne_du_parti_50-64_ans;moyenne_du_parti_65_ans_et_plus
CANTAL;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;120962;20366;100596;100596;1218;1,006927796;1,210783729;6,475;3397;19652;13068;14058;29061;33706;35652;4,8;3,8;4,8;4,35;3,3
CHARENTE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;260765;46641;214124;214124;3084;1,182674055;1,440286937;10,05;14293;23736;35363;36163;69905;77761;76922;4,8;3,8;4,8;4,35;3,3
CHARENTEMARITIME;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;471947;85478;386469;386469;5392;1,142501171;1,395195992;9,85;31210;20919;64159;62025;120405;136881;144255;4,8;3,8;4,8;4,35;3,3
CHER;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;230917;45295;185622;185622;2218;0,960518281;1,194901466;9,725;12313;22272;31595;31748;60821;68171;67438;4,8;3,8;4,8;4,35;3,3
CORREZE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;186701;27332;159369;159369;1581;0,846808533;0,992037347;7,525;7993;22842;23141;23541;46394;53074;57576;4,8;3,8;4,8;4,35;3,3
COTEDOR;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;354789;60284;294505;294505;3070;0,865303039;1,042427123;8,1;21977;28139;71270;64496;103315;105700;92628;4,8;3,8;4,8;4,35;3,3
COTESDARMOR;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;450961;64453;386508;386508;5054;1,120717756;1,307605535;8,25;18748;21179;58177;58363;114100;127070;132034;4,8;3,8;4,8;4,35;3,3
CREUSE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;96875;17218;79657;79657;1156;1,193290323;1,451222115;9,425;2872;18475;10456;10120;22721;28745;31905;4,8;3,8;4,8;4,35;3,3
DORDOGNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;311933;47286;264647;264647;3533;1,132615017;1,334985849;10,3;13281;18953;37377;38091;79703;94726;102927;4,8;3,8;4,8;4,35;3,3
DOUBS;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;359193;61777;297416;297416;3445;0,959094414;1,158310246;8,9;25129;25700;69435;68170;105749;100069;87353;4,8;3,8;4,8;4,35;3,3
DROME;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;353056;59555;293501;293501;3187;0,902689658;1,085856607;10,325;28484;25574;53465;54461;99957;98154;91392;4,8;3,8;4,8;4,35;3,3
EURE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;417830;77270;340560;340560;4584;1,097096905;1,346018323;10,075;22391;20986;64929;70119;124236;119194;91494;4,8;3,8;4,8;4,35;3,3
EUREETLOIR;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;297784;56589;241195;241195;2899;0,973524434;1,201932047;9,075;17593;21769;46322;50874;88800;86635;72260;4,8;3,8;4,8;4,35;3,3
FINISTERE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;676771;107176;569595;569595;8273;1,222422356;1,452435502;8,5;35551;24094;99812;99349;179606;186639;177781;4,8;3,8;4,8;4,35;3,3
GARD;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;513138;87990;425148;425148;4215;0,821416461;0,991419459;12,575;40260;20589;79732;78041;146318;149826;140875;4,8;3,8;4,8;4,35;3,3
HAUTEGARONNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;845035;139682;705353;705353;7672;0,907891389;1,087682338;9,725;83708;29869;185048;183018;269351;226030;190308;4,8;3,8;4,8;4,35;3,3
GERS;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;143798;20408;123390;123390;1486;1,033394067;1,204311533;7,35;6104;19791;16712;17023;37518;42445;45218;4,8;3,8;4,8;4,35;3,3
GIRONDE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;1007663;174717;832946;832946;13626;1,352237802;1,635880357;9,625;78078;27452;193105;185237;309179;287157;250735;4,8;3,8;4,8;4,35;3,3
HERAULT;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;746616;133194;613422;613422;6221;0,833226183;1,014146868;13,475;75913;22999;143782;130191;212457;205318;202227;4,8;3,8;4,8;4,35;3,3
ILLEETVILAINE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;697043;106972;590071;590071;7066;1,013710775;1,197483015;7,75;41861;27788;139084;128894;206537;181207;156469;4,8;3,8;4,8;4,35;3,3
INDRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;173772;31336;142436;142436;1985;1,142301406;1,393608357;8,825;8102;20667;20941;21484;44790;50247;54116;4,8;3,8;4,8;4,35;3,3
INDREETLOIRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;412904;71358;341546;341546;4303;1,042130859;1,25985958;8,425;25113;24531;76073;69242;117652;116935;111739;4,8;3,8;4,8;4,35;3,3
ISERE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;821279;142907;678372;678372;6846;0,833577871;1,009180803;8,05;65666;26355;156799;151283;257745;225657;192483;4,8;3,8;4,8;4,35;3,3
JURA;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;188252;30917;157335;157335;2028;1,077279391;1,288969397;7,075;8690;22515;26892;27601;53378;53202;51359;4,8;3,8;4,8;4,35;3,3
LANDES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;296740;48073;248667;248667;3605;1,214868235;1,44972996;8,8;16018;22749;36386;40363;81947;83733;82536;4,8;3,8;4,8;4,35;3,3
LOIRETCHER;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;243061;41785;201276;201276;2594;1,067221809;1,288777599;8,375;13525;22575;32778;33674;65675;69473;70303;4,8;3,8;4,8;4,35;3,3
LOIRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;509701;89226;420475;420475;4464;0,875807581;1,06165646;9,525;34668;22160;88399;84836;145806;148233;147696;4,8;3,8;4,8;4,35;3,3
HAUTELOIRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;176103;27225;148878;148878;1931;1,096517379;1,297035156;7,9;6071;19460;22135;22813;45944;47917;46043;4,8;3,8;4,8;4,35;3,3
LOIREATLANTIQUE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;935254;147361;787893;787893;9635;1,030201421;1,222881787;7,975;75133;27310;165315;164455;271200;248297;207676;4,8;3,8;4,8;4,35;3,3
LOIRET;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;442928;80197;362731;362731;3610;0,815030885;0,995227869;9,175;32773;28681;77848;79835;132783;129507;114290;4,8;3,8;4,8;4,35;3,3
LOT;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;135178;18738;116440;116440;1650;1,220612822;1,417038818;9,175;5334;21101;15035;15245;33271;40323;43814;4,8;3,8;4,8;4,35;3,3
LOTETGARONNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;240926;40306;200620;200620;2699;1,120260993;1,345329479;9,725;11794;20825;32491;33585;63582;70567;75969;4,8;3,8;4,8;4,35;3,3
LOZERE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;59890;8857;51033;51033;647;1,080313909;1,267807105;5,675;1963;20889;7565;7871;15400;16904;15786;4,8;3,8;4,8;4,35;3,3
MAINEETLOIRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;553014;86386;466628;466628;6338;1,146083101;1,358255398;8,65;29709;22743;102670;94347;156274;149415;134569;4,8;3,8;4,8;4,35;3,3
MANCHE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;375716;63635;312081;312081;4131;1,099500687;1,32369481;7,975;13063;21767;52029;51765;97509;105965;104682;4,8;3,8;4,8;4,35;3,3
MARNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;382003;80039;301964;301964;3534;0,925123625;1,170338186;9,25;30241;29369;77238;71309;112679;112601;91827;4,8;3,8;4,8;4,35;3,3
HAUTEMARNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;138929;27345;111584;111584;1455;1,04729754;1,303950387;9,225;7683;21388;18985;19889;35250;39585;37073;4,8;3,8;4,8;4,35;3,3
MAYENNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;221493;34521;186972;186972;2392;1,079943836;1,279335943;6,4;9489;23713;33091;33700;61310;60227;56802;4,8;3,8;4,8;4,35;3,3
MEURTHEETMOSELLE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;495506;99361;396145;396145;4988;1,00664775;1,259134913;9,525;36107;23540;103089;93242;143678;142930;121928;4,8;3,8;4,8;4,35;3,3
MEUSE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;140133;25604;114529;114529;1688;1,204569944;1,473862515;10,125;7812;20236;21000;21939;38139;41092;35266;4,8;3,8;4,8;4,35;3,3
MORBIHAN;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;555819;86123;469696;469696;6300;1,133462512;1,341293092;8,475;25337;22283;75826;76482;146189;154826;148433;4,8;3,8;4,8;4,35;3,3
MOSELLE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;745678;162948;582730;582730;7924;1,062657072;1,359806428;9,9;43163;22643;122869;133451;219100;216642;173052;4,8;3,8;4,8;4,35;3,3
NIEVRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;164911;31721;133190;133190;1675;1,015699377;1,257601922;9,7;7736;19769;20406;20451;39238;50137;53055;4,8;3,8;4,8;4,35;3,3
NORD;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;1792359;396523;1395836;1395836;15138;0,844585264;1,084511361;12,8;156238;23567;359713;343861;512572;478395;370484;4,8;3,8;4,8;4,35;3,3
OISE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;548845;104642;444203;444203;5338;0,972587889;1,201702825;9,65;41114;22656;97951;101599;174268;157320;112216;4,8;3,8;4,8;4,35;3,3
ORNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;212521;35378;177143;177143;2515;1,183412463;1,41975692;9;9812;20885;30161;29071;54784;62446;61629;4,8;3,8;4,8;4,35;3,3
PASDECALAIS;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;1083728;218167;865561;865561;10948;1,010216586;1,264844419;12,925;66960;18841;177554;178994;294660;289459;227187;4,8;3,8;4,8;4,35;3,3
PUYDEDOME;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;449247;71581;377666;377666;4595;1,022822634;1,216683525;8,4;26449;25921;79795;74596;127819;132262;119661;4,8;3,8;4,8;4,35;3,3
PYRENEESATLANTIQUES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;488946;86788;402158;402158;6812;1,393200885;1,693861617;8,15;25906;25518;70643;72514;134919;136405;139178;4,8;3,8;4,8;4,35;3,3
HAUTESPYRENEES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;177417;29744;147673;147673;1967;1,108687443;1,331997048;10,75;8726;22664;23441;21709;44363;50238;53202;4,8;3,8;4,8;4,35;3,3
PYRENEESORIENTALES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;329243;59937;269306;269306;3265;0,991668767;1,212375513;13,775;30570;20393;47063;47589;88734;92057;103715;4,8;3,8;4,8;4,35;3,3
BASRHIN;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;748087;150904;597183;597183;5993;0,801110031;1,003544977;8,3;46717;26815;145912;141938;233933;216253;171046;4,8;3,8;4,8;4,35;3,3
HAUTRHIN;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;521174;107366;413808;413808;4824;0,925602582;1,165758033;9,375;31343;23927;85087;92002;161738;153147;123424;4,8;3,8;4,8;4,35;3,3
RHONE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;1100632;202748;897884;897884;7412;0,673431265;0,825496389;8,85;121405;34257;258027;251478;350407;296656;269630;4,8;3,8;4,8;4,35;3,3
HAUTESAONE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;180646;30428;150218;150218;1999;1,106584148;1,330732669;9,375;8546;19070;23919;25885;49059;51337;44716;4,8;3,8;4,8;4,35;3,3
SAONEETLOIRE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;409987;77577;332410;332410;3971;0,968567296;1,194609067;8,95;18496;22061;54131;56629;109009;119660;121800;4,8;3,8;4,8;4,35;3,3
SARTHE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;406858;72523;334335;334335;4379;1,07629689;1,309764159;9,075;20925;24283;64443;62905;113593;112286;106043;4,8;3,8;4,8;4,35;3,3
SAVOIE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;298785;50538;248247;248247;2890;0,967250699;1,164163112;7,6;24112;29532;48544;49847;89535;83192;72295;4,8;3,8;4,8;4,35;3,3
HAUTESAVOIE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;504674;95316;409358;409358;4514;0,894438786;1,10270228;7,125;34675;26935;84697;102200;171702;140113;111105;4,8;3,8;4,8;4,35;3,3
PARIS;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;1253322;248755;1004567;1004567;6644;0,530111177;0,66137948;8,05;235254;75439;306139;412555;473311;390229;329386;4,8;3,8;4,8;4,35;3,3
SEINEMARITIME;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;876165;167294;708871;708871;8918;1,017844812;1,258056826;10,775;64355;26583;163179;153338;245644;247876;210177;4,8;3,8;4,8;4,35;3,3
SEINEETMARNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;843673;186397;657276;657276;6584;0,780397144;1,001710088;7,5;80179;23480;173862;178386;298171;248658;162223;4,8;3,8;4,8;4,35;3,3
YVELINES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;926619;196240;730379;730379;5720;0,61729794;0,783155047;6,825;82938;30507;176847;178334;306111;262582;196832;4,8;3,8;4,8;4,35;3,3
DEUXSEVRES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;270711;43596;227115;227115;3550;1,311361563;1,563084781;7,35;12391;24984;36332;39963;75536;77156;74451;4,8;3,8;4,8;4,35;3,3
SOMME;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;409444;74295;335149;335149;4222;1,031154444;1,259738206;11,625;26940;22513;74410;69103;114292;112101;94720;4,8;3,8;4,8;4,35;3,3
TARN;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;283884;41824;242060;242060;2962;1,043383917;1,223663554;10,575;13098;20081;38203;37944;74671;79600;84651;4,8;3,8;4,8;4,35;3,3
TARNETGARONNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;175312;26302;149010;149010;1769;1,009058136;1,187168646;10,375;10689;20773;24030;26989;51047;49794;48065;4,8;3,8;4,8;4,35;3,3
VAR;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;757180;147017;610163;610163;5239;0,691909453;0,858623024;10,4;59924;22915;107231;106943;199691;208627;232611;4,8;3,8;4,8;4,35;3,3
VAUCLUSE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;388052;69617;318435;318435;2981;0,768196015;0,936140814;12;31709;23280;62065;61183;109515;109558;104168;4,8;3,8;4,8;4,35;3,3
VENDEE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;488819;71718;417101;417101;5893;1,205558704;1,412847248;7,675;22364;23500;63524;71889;128339;133903;130427;4,8;3,8;4,8;4,35;3,3
VIENNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;303653;52557;251096;251096;3321;1,093682592;1,322601714;8,2;16592;23190;56688;50134;82049;86066;80844;4,8;3,8;4,8;4,35;3,3
HAUTEVIENNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;264914;41025;223889;223889;2641;0,996927305;1,179602392;9,175;13010;23619;43799;40647;73061;78664;79860;4,8;3,8;4,8;4,35;3,3
VOSGES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;285410;51334;234076;234076;3573;1,251883256;1,526427314;11,025;12303;21830;40455;40316;75354;81445;72546;4,8;3,8;4,8;4,35;3,3
YONNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;245258;47235;198023;198023;2477;1,009956862;1,250864799;9,5;16286;22198;33938;35989;67161;72873;69290;4,8;3,8;4,8;4,35;3,3
TERRITOIREDEBELFORT;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;94889;18382;76507;76507;988;1,041216579;1,291385102;10,65;4420;23982;18292;18449;28979;27951;22388;4,8;3,8;4,8;4,35;3,3
ESSONNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;767292;159764;607528;607528;5591;0,728666531;0,920286802;6,9;70473;26718;161934;164111;266073;222359;162958;4,8;3,8;4,8;4,35;3,3
HAUTSDESEINE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;938538;193160;745378;745378;5031;0,536046489;0,674959551;7,4;98309;73277;192519;245346;355408;265325;215649;4,8;3,8;4,8;4,35;3,3
SEINESAINTDENIS;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;740536;196517;544019;544019;4936;0,666544233;0,907321252;12,05;139514;27420;206647;233220;326106;258609;167503;4,8;3,8;4,8;4,35;3,3
